user_id,recipe_id,date,rating,review
690623,457496,2011-06-23,5,This is getting a five from bacon loving DH.  I must be a freak because I thought I would prefer it with less bacon. :)  I started this in a non stick pan that turned out to stick like heck!  When I inverted the plate (seriously hot btw) the bottom crust remained in the pan.  Undaunted I hauled out the pan I should have used in the first place - cast iron.  I stuck the bottom back on and finished them in that.  We thoroughly enjoyed these potatoes.  Thanks for posting.  Made for Food.Commandos ~ ZWT 7
204024,457496,2011-06-30,5,"Great comfort food, a central European take on hashed browned potatoes.  Unlike the previous reviewer I used my seasoned cast iron skillet from the beginning and it came out dark but perfect. I added a dollop of sour cream and could easily picture it alongside a couple of fried eggs. Very tasty and filling!"
400708,457496,2013-10-16,4,I had a baked potato left over from dinner and decided to use it to make this for our breakfast.  It truly went together pretty easy and I had no trouble with it sticking (I did use spray before starting) Loved the addition of the bacon and onions and I even added some sliced jalapenos that I had pickled from the garden.  It does remind me of crusty hash browns and we really enjoyed.  Right at the end I sprinkled with grated cheddar cheese and enjoyed that addition.
55594,65897,2003-07-23,5,"This is the first time I have made rice pudding.  I thought it had great flavor, although I used about 1 1/2 tsp of vanilla.  I also used 1/4 tsp of the nutmeg and cinnamon on the top and I might use even more next time.  I loved the raisins in it!!  I did have a little trouble with the cooking time.  Next time I will let it cook for about 40-45 minutes before I stir it so that the rice and raisins will be mixed throughout all the pudding.  Most of my rice and raisins ended up at the bottom with the ""pudding"" part on the top.  Still tastes great though.  I just have to stir it up before I serve it."
156034,65897,2007-04-13,4,"I made this and followed the directions to the letter, but I didn't use raisins.

It was good, but a little dry for my taste. Next time I won't let it cook for the entire 50 minutes.  I ate it warm and haven't tried it cold yet.

I think next time I will also add a little more sugar, just for our tastes.

Easy recipe to follow and make...thank you for sharing."
222696,65897,2007-08-09,4,"This was a very good, albeit a bit dry, rice pudding. The flavors were spot-on, even though I left out the raisins. I actually used 1% milk and was still super pleased with how rich the dish was. I also appreciate how it uses leftover rice! The rice pudding was delicious both warm and cold with a little whipped cream. Writing this review is making me wish we hadn't eaten it all! Thanks for sharing your recipe; it's a solid one. :)"
319855,65897,2008-10-06,1,"I really didn't enjoy this, which was a shame, especially after all the great reviews
I found it to be much too eggy tasting, especially after it chilled.  I ate one bowl warm, but the rest will be going into the garbage unfortunately."
242396,65897,2009-02-12,4,"I cooked this once to the letter and also found it to be a little dry but second time cooked for 40 mins (till egg was set) and it was perfect.  I used express rice second time around as I wasn't having rice for dinner but wanted this, also used vanilla sugar as well as vanilla which made it nicer IMO!!! Thanks for a great recipe"
412186,65897,2009-04-15,4,I love rice pudding and this is very good. I used 2 % milk but I think the half and half would make it richer  oreven whole milk.
94090,65897,2009-04-17,5,"Just like I remember my Granny making it when I was a little girl....yummmy!
Thank you Mrs Stacy, this is absolutely fabulous!"
201091,112871,2005-03-08,5,These meatballs are excellent!  They are even better the second day.
200898,112871,2005-04-20,5,Yummy meatballs. Think I will also try them with cream of mushroom soup. Thanks for posting this great recipe. It's a keeper!
665896,254578,2007-11-25,5,"I cooked this recipe for Thanksgiving and my mother was pleased with the results! Hard to find in stores and rare to even find- if you're able to, so I decided to cook myself. Thanks for sharing! 5 star rating!"
191015,284008,2008-05-08,5,"loved these hearty, tasty baked apples!  Because I made them up ahead of time, I rubbed a bit of extra virgin coconut oil on the inside of each apple before adding the rest of the ingredients so they wouldn't turn brown.  I love walnuts...love apples...this is great!"
727055,284008,2008-09-19,5,"These tasted like apple pie, but were soooo much easier to make! I used some crushed pecans instead of walnuts and I still can't believe how good these were. I think I just found my new recipe for Thanksgiving, how pretty they will be served up on a large platter with roasted nuts! Made this for Fall PAC '08. Thanks for sharing!"
626018,284008,2008-10-13,3,The apples were not done after almost 1.5 hours. I had to add water to the dish I was afraid it would break as the apples were getting burned. The taste was good I don't think I will make this again. Thank you anyway
15521,284008,2009-01-06,5,"Delicious!  I cut the apples in half, then I added whipped cream on top after they were baked.  I love this as a dessert.  The honey ran off a little bit, so I had to scoop it back over the apples.  I might use half the honey before I bake next time, and half after, to keep more honey on the apples."
668240,284008,2010-07-22,5,Great recipe as quick and easy to make with ingredients we have in the cupboard.  Kids really liked the way the honey went like toffee!  Will make again.
47892,251430,2007-11-02,5,"Subbed white balsamic vinegar for dark balsamic. Subbed 1 teaspoon Italian seasoning for the dried basil. Very good! Best prepared at least 1 hour in advance of serving. Thanks for posting your friend's recipe, Impera. CG ;)"
315565,137637,2007-04-28,4,"Fabulous for breakfast or brunch with yoghurt  - I doubled the recipe and used skim milk and dried fruit salad as I had no dates with great success - it is a casserole type thing and I am unsure of the use of the term ""bar"" in the title as it is too soft to cut up and you need to serve it with a big spoon but it is very healthy and I loved it !!"
1283421,137637,2009-08-05,5,"Yummy!
I actually used almond milk (so my vegan friend could have some) and I omitted the coconut.  Super delicious - it's not oatmeal consistency, more like a heavy pudding.  Super yummy and super nutritious!"
593927,137637,2013-07-20,4,"Hearty breakfast not bars. This is softer than bar consistency. DD1 (5 years old) says it is yummy eaten with a dose of organic 3.5% milk on top. I liked it just not as much as her. I used organic wheat free rolled oats, organic pear instead of apple which worked well, organic rasins and organic chopped apricots in a lesser amount, no optional coconut, less organic chopped walnuts instead of almonds per preference, plus the rest of the ingredients. I like that this contains no added sugar. I will try another baked recipe next time."
548963,7397,2007-09-01,4,Ran across this recipe while looking for something to do with ripe bananas that my family didn't eat.  Mixed it up and threw it in the oven as the recipe says and it was awesome!! The neighbors enjoyed it to.  Very Yummy and Very Easy!!!
82616,7397,2004-01-29,5,"This turned out to be a very nice loaf. I realized when I started to make it I did not have enough oil, so substituted a small container of banana yogurt I had on hand. It turned out very nice. Thnks for recipe."
128698,7397,2005-03-18,5,"Very nice cake.  I added 1/2 cup mini chocolate chips.  I've done it twice for 2 different crowds, very easy, fast and tasty."
219672,7397,2005-05-31,5,"I sub'd splenda for the sugar, and WOW, my kids couldn't even tell!!
What a great and simple recipe!!!"
124237,7397,2005-06-24,5,simple but delicious.  Thank you for the recipie
194859,7397,2005-07-22,4,this bread is a fav with my kids...they usually hate toast..but when i made toast out of this bread they ate it all up and asked for more...i am please to say i make this bread in my house once a week but i make 3 loaves of it for the whole week so we can enjoy it!!
344083,7397,2007-04-22,5,"Super moist! I thought it wasn't done at 50 min, but took it out anyway. Turns out that's the perfect amount of time! I couldn't find my great-grandma's recipe but this looked very close to what I remembered. It was only missing the finishing touch- a buttered top dusted with cinnamon sugar. Once I did that it was just like my great-grandma's famous banana bread! Yum!"
230258,7397,2007-11-03,5,"Very good!!
I was looking for a recipe that didn't use margarine cause i was out of it and this worked out perfectly!
Great recipe!"
544876,7397,2007-11-28,5,WOW! this recipe was AMAZING! My family couldn't stop eating it! I usually try different recipies each time I make Banana Bread and this is was by far the best! I will most definately be using this recipe in the future. I also added 1tsp. of honey and it added a nice extra taste!
397272,7397,2008-01-22,5,Most excellent!! Bought a big bag of ripe bananas for a buck and had to use them quick.  This was easy to make and great tasting.  Definately a keeper. Thanks for sharing.
746639,7397,2008-02-19,0,"Super easy! I am not a great baker, but this came out well for me. I only had 2 bananas, so I used those and added 1/2 cup of applesauce for moisture. I also added a little cinnamon."
587978,7397,2008-08-21,5,"Easy recipe and the taste is sooooooo good!  I must admit that I used 5 large banana's instead of the 4 the recipe called for, so the cooking time was off due to more moisutre, but that was all my fault!  Will definately make again!"
922432,7397,2008-09-30,5,"This recipe was really easy to make and it came out delicious.  I ended up adding cinnamon about 1 teaspoon, and it gives it a very nice taste especially if you like cinnamon like I do."
825375,7397,2008-11-05,5,Came out great!
385119,7397,2008-11-11,5,I just made mini muffins (24) and 6 large muffins with this recipe~ I did eat one of the mimi ones while it was still warm and it has a very nice flavor! I recommend this recipe ~ Just wish I had some walnuts on hand would be much better (Since I love nuts in my muffins /brownies.) but over all it gets a 5 star from me! GOD BLESS & Happy Thanksgiving!
773024,7397,2009-07-11,5,"This is the easiest, and best-tasting banana bread I've ever found...it easily adapts to the mini-loaf pans, too, just reducing the time (I cut it back by 10 minutes).  Thanks so much for sharing!"
827900,7397,2009-09-12,0,I love this! It was fabulous as a loaf and muffins! I did change a few things. I used half cup light brown sugar and half cup regular sugar. I doubled the vanilla. I used half olive oil and half applesauce in place of vegetable oil. I am going to also try the recipe with peaches instead of bananas since there are no peach muffin recipees on recipezaar!
176907,7397,2010-06-20,5,"This was a wonderful, fast recipe that hit the spot! I love banana bread, but dislike the complicated recipes that tend to override the banana flavor. This recipe was not only easy and fast, it tasted wonderful! The fully banana flavor came through! The only changes I made were to add chopped nuts and a half teaspoon cinnamon. All of us love it!"
1668664,7397,2010-08-23,5,"YUM!  This is absolutely wonderful!  I added a half teaspoon of cinnamon and walnuts as was previously suggested...perfect.   Next time I will cut the sugar to a half cup as it is a little too sweet.  Nevertheless, this banana bread recipe is the best I've ever tried."
19995,12100,2001-09-27,5,"I made these last night for my roomates. We ate them up so fast. I'm not a real experienced cook, but these where easy to make."
18660,12100,2001-10-06,5,"I have always loved stuffed mushrooms, but afraid to try to make them myself.  This recipe was tasty and easy.  Looks and tastes like a lot of work, but it's not!"
29606,12100,2002-02-08,4,"Simple, yet satisfying.  I made mine with the bacon added and my wife and I were very pleased.  She is insisting that I make more soon.  I found that they cool rather quickly but just a few seconds in the microwave will fix that."
20159,12100,2002-04-20,5,"Very very good.  The stuffing does make more than needed for 24 mushrooms so just buy more mushrooms and use it up!!  (Or eat off the spoon, nice touch.)  I did end up using 1 full cup of milk - used skim and it was fine.  Added it 1/4 cup at a time until reached good consistancy.  The breadcrumbs I had were unseasoned so I added a bit of garlic powder and italian seasonings to it before mixing it all up.  Make sure you chop the stems up really good too - I'd suggest almost mincing them - only cause when you are mixing and trying to melt the cream cheese the stem chunks I kept stirring thinking the chopped stems were cheese."
37229,12100,2002-04-24,4,"They weren't bad, but next time I'd add bacon to it for a little more flavor."
24235,12100,2002-05-13,4,"These were quite good. I followed the recipe exactly using italian seasoned breadcrumbs, almost a full cup of milk and freshly grated parmigiano reggiano. Be sure to use a good parmesan. It makes a huge difference in the flavor."
33588,385053,2009-08-17,5,"Great flavor!! will make often,Thanks."
386585,385053,2009-08-24,5,"This is fantastic!  I used fresh tomatoes from my garden (I seem to have escaped the blight), and it was delicious.  I will be making this again definitely.  Made for Everyday's a Holiday Tag Game."
570804,385053,2009-08-29,5,"What wonderful and easy snack. Will be in my files and used often, especially for entertaining.   Thanks for a recipe with ingredients that are always readily available."
385919,326076,2009-06-08,5,"So yummy!! Great substitute for mayonaisse. I used reduced fat cream cheese, skipped the lemon juice because I didn't have any and it was still great!"
340130,326076,2010-06-13,5,Great stuff ! Made this as a spread for bagels and my guests loved it.
407007,326076,2010-06-13,5,"Fantastic! My mom made this for me when I came to visit, and I instantly got the recipe and made it as soon as I got home as well! :) I used 5 ounces of light cream cheese and garlic powder instead of the cloves. SO good on bagels!"
1803494137,326076,2014-12-12,0,I like to put this on ezekiel sprouted bread with slice of swiss cheese and alfalfa sprouts.
2001635824,326076,2017-07-21,5,I used this in my vegetable pizza recipe as the spread on the croissant crust. Everyone loved it!!!
2001697523,326076,2017-09-02,5,"I have recently gone on Keto and was looking for a simple spread that could multipurpose. This is delicious and blends into anything well. It is very, very rich and find myself satisfied with using a teaspoon at a time. I think my favorite application so far is to put rounded teaspoons of this on top of half a hard boiled egg then add a shake or two of hot sauce. You don't need added salt and the flavor is just delicious."
376189,47629,2014-02-01,3,"These did not turn out great for me. It only made enough for 2 standard pans. They were rather dense and not very flavorful. I&#039;d recommend increasing the spices and possibly sugar depending on the sweetness of your bananas. Baking powder, like someone else mentioned, is probably necessary to improve the density."
54678,47629,2003-04-08,4,"Nice flavor - moist, no need to butter. Used 5 bananas and subbed 1 cup choc chips for the nuts. Did not rise much so was wondering if there should have been some baking powder???"
201040,47629,2005-11-11,5,"Just made it.  I doubled the recipe because I had a lot of bananas and pumpkin.  I substituted white chocolate and butterscotch chips for the nuts.  I also added about a cup of sour cream.  It is so moist, and wonderful.  The double recipe made 2 larges loaves and 4 smaller loaves.  My husband ate an entire smaller loaf by himself before it ever had a chance to cool down.  This is a keeper."
57695,47629,2005-11-16,5,Just took out of the oven! A good dense and moist bread!! i should have added some craisins but didn't think about it at the time. I did up the spices and added vanilla and butter flavorings. Very good. Thanks for posting!
300948,47629,2006-11-30,4,Pumpkin and banana give it a nice flavor. Very moist. Not quite sweet enough though.  I also added more spice than called for (i.e. pumpkin pie spice)
136183,47629,2008-04-12,5,"This is a really excellent banana bread. I used 5 bananas, a small can of pumpkin, LOTS of golden raisins, and about 2 cups of chopped pecans.  The loaves took a bit longer to cook - I set the timer to 50 minutes, then checked them every 5 minutes after that - my metal bread pan finished in 65 minutes, and my glass bread pan took 70 minutes.  The house smelled heavenly!  Thanks for such a wonderful, easy recipe."
402559,47629,2008-11-26,5,"This was really good, very moist. I did use applesauce for the oil. Will make again, thanks for sharing."
1156663,47629,2013-10-10,5,"Delish, delish!  Made mini muffins, baked 12 minutes.  I used 2 cups whole wheat flour too.   A new staple for my family."
1800090141,47629,2013-11-22,0,"Awesome!!! I did use applesauce instead of oil. My husband is raving about it as I am typing. Will make this again, might try a pinch of nutmeg next time."
21752,17881,2002-02-12,4,"I made this as part of Worldwide Recipezaar Day on February 10th.  The recipe assumes that you will have roasted garlic, which is why I gave it 4 stars instead of 5.  Not everyone knows how to roast garlic and this could mess up an otherwise delicious appetizer!  Fortunately, I can roast garlic and this was delicious!  We had this with Swedish Rykrisp bread.  Thanks Rise!"
21730,17881,2002-04-07,5,This is an absolutely divine dip! The aroma of the roasted garlic is [i]to die for[/i]! I love it. Thany you Rise for the recipe!
10802,17881,2002-05-25,5,This was delicious with tortilla chips.
2000635610,421812,2015-11-03,1,"After some effort compensating for your instructions, I regret to inform you that your temperature and timing are way off. Please reevaluate this recipe. Also, I recommend including extenuating circumstances regarding its execution (e.g. your kitchen being at high altitude, your oven being next to flowing magma on a volcano)."
463202,183914,2007-04-17,4,"Very quick and easy.  I wouldn't have ordinarily paired marjoram with tomatoes and avocados, but it was very yummy!  I did use shredded mozzarella, because that was what I had on hand."
485728,364119,2009-12-12,5,"This is a delicious twist on a grilled cheese sandwich.  I have been on a grilled cheese kick lately, and I am always looking for new ways to add a bit of variety.  I added a little sprinkling of salt to the avocado, and it came out great.  Thanks."
674022,364119,2010-06-21,5,"Thanks for posting Megan V. You reminded me of two of my favs put together. Thanks too Juli J for the sprinkling of salt idea. I made one with salt and one without ; both were good but the tiny bit of salt brought out the flavor of the avocado so much! Great lunch for my kiddo and I. Simple yes, but a good post. Enjoy! ChefDLH"
527607,364119,2012-01-22,5,These are delicious.  I used some salt too.  Next time a slice of tomato goes on as well!
2002160855,364119,2018-05-22,5,So glad you posted it. I was thinking about putting avocado into a grilled cheese - but just wanted some reassurance that it was a good decision ??
1612088,317060,2011-07-29,4,Made this last fall and it was so perfectly easy!  Will make this one again.
113492,70858,2003-11-19,5,"This is an awesome recipe. I remember my grandmother making it, also. Very easy and taseful. Thanks for the memories. If too much powdered sugar is added I used a little milk to thin it back out. :-)"
97901,70858,2003-09-19,5,I used this on Meow!'s banana oatmeal cake. It turned out very good. I might try using two bananas next time for more banana flavor. It got wows all around. I made it more of a glaze texture.Very good!
152393,70858,2004-10-17,4,"Very good and easy frosting.  I took a hint from Zaney1 and used this on Meow!'s Banana Oatmeal Cake #51264.  It was delicious.  Because I was decorating the cake, I had to use a little more powdered sugar than called for to obtain a frosting consistancy.  I think that next time I too will use extra banana for more flavor.  Thanks JamesDean'sGirl for a great new (old) recipe! "
52543,70858,2004-12-01,5,"An excellent frosting that I used on PaulaG's Apricot Banana Squares! I had no bananas left but, based on other comments, I added a tsp of banana flavouring. Thanx JD's Girl!"
173579,70858,2007-09-21,5,We thought the flavor of this frosting was very good.  It was also very fluffy.  Thanks for posting.
182010,70858,2008-03-24,5,"Delicious!  Fluffy, great texture and, unexpected bonus, it freezes beautifully.  Thanks, Girl!"
993604,70858,2009-09-30,4,A nice flavor.  I used to frost Recipe #152894.  Next time I might try adding some cream cheese to the frosting.  Thank you for the recipe.
1925885,70858,2013-03-09,5,"Yummy!!!  Based on other reviews, I used two smallish bananas that were very, very ripe.  It had an awesome banana flavor, and as other reviewers mentioned, it was quite fluffy - so not a hard type of frosting at all.  I used it to frost Brownies by chef Tweetygrams (my favorite brownie recipe on this site!).  Oh, and I made the recipe as stated, but took half and added cream cheese and a bit more powdered sugar.  WOW!  Both versions were absolute keepers.  Thanks for posting!"
1458294,447040,2011-03-02,4,"So good! I made enough to fill a 11x7x2inch dish, and baked it for 30 minutes. This was roughly<br/>1.5 x the original recipe. I used brown sugar, butter, McIntosh apples and some canola oil on the topping to help it brown. I added the lemon juice and about 1/4 cup of brown sugar to the apples, which worked well. I should have used firmer apples and left the peel on (forgot to do), so juice sat at the bottom of the pan. Also, it would have been better if the topping stuck together, instead of the just being a sprinkled oat layer. However, it tasted great, so the presentation did not really matter. I served it with some dream whip, because I was out of vanilla ice cream. Next time I will ready the directions carefully and work to perfect the topping. Thanks for the great recipe. I made this for spring PAC 2011."
149363,214798,2007-03-04,5,"Terrific weekend breakfast. We loved the Worcestershire/butter flavour, it went so nicely with the bacon! 200C is 400F for other chef's future reference. It is a great change from bacon and eggs, and I will be making this again! I think some sweet red pepper (capsicum) added to the onions and bacon would be terrific!
Thanks for posting!"
80353,214798,2007-06-01,5,Made up one of these for breakfast today for just me.  Delicious and easy and entirely satisfying.  The worcestershire sauce adds a nice touch.
222478,214798,2007-07-04,5,Great flavour and the cooking method makes the bun wonderfully crisp on the outside but soft on the inside.
286566,214798,2007-11-17,5,"Three of us have just scoffed one of these each for lunch and it was thumbs up all round.  Used jumbo wholemeal rolls (or mini cobs as I call them) and melted the butter and lancanshire relish sauce (didn't have worcestershire) in the microwave, otherwise proceeded as directed.  Thank you Tisme for a keeper.  Made for Edition 2 - Make My Recipe - game of tag."
330545,214798,2009-10-17,5,"Double delicious - the Worcestershire butter adds so much to the taste.  First bite made this a family favorite.  Thanks for sharing, made for Aussie/NZ RS#33."
560491,214798,2011-01-17,5,These are really good and a perfect treat to put in DH's lunch.  I cut each bacon slice in thirds and left out the onions.  The eggs were soft set with a runny yolk just the way we like fried eggs!   Made for AUS/NZ Make My Recipe.
917568,94873,2008-11-22,5,"Holy crap, it WORKED!  I made oven donuts!  And they were GOOD!  I didn't have any normal potatoes so I used sweet potatoes instead, cut the butter back to a half cup and used Splenda instead of sugar.  They still came out absolutely wonderful.  Tender and poofy, but with that crispy donut crust I would never have expected to get on an oven donut.  I am so danged glad I decided to give these a bash.  Thanks for a winner, Chris!  P.S.  Sorry about the picture, my donut cutter is foolishness in physical form.  At least they're vaguely donut-shaped."
110433,94873,2009-01-18,5,"Oh my goodness!  These were really good!  I wish I made a full batch!  I had such a craving for doughnuts today, I'm so glad I found this recipe.  They were easier to make than I expected.  I did mess up a bit and forgot to add the mashed potatoes to the bread machine.  So I kneaded it in after it had finished rising.  The results were good though.  I used a glass and a shot glass to make the hole.  Half a batch made 12 nice size doughnuts, and 20 holes.  I brought these over to the neighbours and they were a big hit.  I definately have to make these again!  I'd like to see how long they last next time.  I dipped half in melted chocolate and the other half in the cinnamon/sugar mixture.  I personally liked the cinnamon/sugar topping the best."
416191,94873,2009-05-06,5,"Wow! Outstanding, and delicious! The dough is soooo soft and although it takes time to boil the potatoes and roll and cut the dough, it is well worth it. No greasy fried dough! I glazed some of them and did the cinnamon sugar thing with the rest. I made some smaller and some larger ones. Next time I will boil the potatoes the night before and try a different glaze. FYI - The glaze makes them very soft as they are a little firm when you first take them out of the oven, being they are baked, not fried.
    I will be making these little babies a lot. Thankyou for posting this gem Chris!"
1440828,94873,2010-02-26,5,"Yup! These are delicious, soft,fluffy, yet with substance. I made with 1/2 c butter and 1 egg- came out great. I  used two toppings: cinamon sugar and icing glaze (made with whipping cream, vanilla) The entire recipe was gone in one morning with my teenage sons! Thanks Chris"
254614,361524,2009-03-21,5,"Absolutely wonderful! I would like to say that this recipe is wonderful for dialysis patients, if diabetic, use splenda but this is very low on phospherous.I refrigerated for an hour and then covered leftovers and served them tonightt.They were still fresh and the flavor fantastic. There are many recipes using strawberries and vinegars and they are good, but this one is really outstanding. I used huge strawberries and cut them vertically. Thanks for posting."
542060,261461,2010-08-09,5,"A great ice-cream. Very creamy, not too sweet and absolutely delicious!"
201581,359058,2009-07-19,5,"I've never roasted green beans before, but this won't be my last time. These were excellent! Served with Recipe #379195 and Recipe #340851 this was a wonderful combo. Made for Unrated Asian Recipe Tag Game."
171790,359058,2009-07-09,5,Wow! Simply delicious. This is so quick and easy to prepare and packs a big flavour punch. The only change I made to make this was to use Recipe #53039 rather than plain sesame seeds. I'll definitely be making this again. Made for Please Review My Recipe Tag.
653438,359058,2009-07-10,5,This was a great recipe and sooooo easy. I followed instructions except to add a touch of garlic (love garlic) and used toasted sesame seeds (that is what I had. Wonderful! Thank you. Made for Unrated Asian Recipe Tag 2009.
489552,359058,2009-08-16,4,This was pretty straight forward and easy.  It went well with my asian dinner party with family and friends.  Made for Asian Unrated Recipe Tag Game.
37449,359058,2010-03-09,5,I enjoyed the flavor and used gomashio too. Thanks! Made for PRMR game.
15521,359058,2010-06-27,5,Really enjoyed this recipe!  The beans were flavorful and just the right amount of crisp/tender.  Went well with the Asian-inspired flank steak that I served with it.  Thanks!
383346,359058,2011-03-09,5,"I cooked the green beans more than 10 minutes.  It's so yummy with the soy sauce, sesame seeds and sesame oil.  Thanks Bonnette :)  Made for PAC spring 2011"
