NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Cleaned_Desc
11257,95.64,16,1.33,0.22,0.55,2.26,0.9,0.48,33.0,1.2,12.0,28.0,187.0,25.0,0.2,0.028,0.203,1.5,3.7,0.064,0.077,0.321,0.144,0.1,36.0,0.0,36.0,36.0,11.8,0.0,7492.0,375.0,0.0,0.0,4495.0,0.0,0.0,1724.0,0.15,0.0,0.0,140.3,0.017,0.005,0.072,0.0,28.0,"1 cup, shredded",2.6,"1 leaf, inner",lettuce red leaf
11265,92.82,22,2.11,0.35,0.85,3.87,1.3,2.5,3.0,0.31,,108.0,364.0,9.0,0.53,0.286,0.069,18.6,0.0,0.059,0.13,4.494,1.14,0.148,28.0,0.0,28.0,28.0,21.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,10.0,0.0,0.06,0.02,0.117,0.0,86.0,"1 cup, diced",84.0,"1 piece, whole",mushrooms portabella
11278,89.58,33,1.93,0.19,0.86,7.45,3.2,1.48,82.0,0.62,57.0,61.0,299.0,7.0,0.58,0.109,0.788,0.7,23.0,0.2,0.06,1.0,0.245,0.215,60.0,0.0,60.0,60.0,12.3,0.0,716.0,36.0,0.0,27.0,416.0,0.0,0.0,280.0,0.27,0.0,0.0,31.3,0.026,0.017,0.027,0.0,100.0,1 cup,95.0,"8 pods,  (3"" long)",okra
11282,89.11,40,1.1,0.1,0.35,9.34,1.7,4.24,23.0,0.21,10.0,29.0,146.0,4.0,0.17,0.039,0.129,0.5,7.4,0.046,0.027,0.116,0.123,0.12,19.0,0.0,19.0,19.0,6.1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.02,0.0,0.0,0.4,0.042,0.013,0.017,0.0,160.0,"1 cup, chopped",115.0,"1 cup, sliced",onions
11291,89.83,32,1.83,0.19,0.81,7.34,2.6,2.33,72.0,1.48,20.0,37.0,276.0,16.0,0.39,0.083,0.16,0.6,18.8,0.055,0.08,0.525,0.075,0.061,64.0,0.0,64.0,64.0,5.7,0.0,997.0,50.0,0.0,0.0,598.0,0.0,0.0,1137.0,0.55,0.0,0.0,207.0,0.032,0.027,0.074,0.0,100.0,"1 cup, chopped",6.0,"1 tbsp, chopped",onions spring or scallions
11297,87.71,36,2.97,0.79,2.2,6.33,3.3,0.85,138.0,6.2,50.0,58.0,554.0,56.0,1.07,0.149,0.16,0.1,133.0,0.086,0.098,1.313,0.4,0.09,152.0,0.0,152.0,152.0,12.8,0.0,8424.0,421.0,0.0,0.0,5054.0,0.0,0.0,5561.0,0.75,0.0,0.0,1640.0,0.132,0.295,0.124,0.0,60.0,"1 cup, chopped",3.8,1 tbsp,parsley fresh
11298,79.53,75,1.2,0.3,0.98,17.99,4.9,4.8,36.0,0.59,29.0,71.0,375.0,10.0,0.59,0.12,0.56,1.8,17.0,0.09,0.05,0.7,0.6,0.09,67.0,0.0,67.0,67.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,22.5,0.05,0.112,0.047,0.0,133.0,"1 cup, slices",,,parsnips
11304,78.86,81,5.42,0.4,0.87,14.45,5.7,5.67,25.0,1.47,33.0,108.0,244.0,5.0,1.24,0.176,0.41,1.8,40.0,0.266,0.132,2.09,0.104,0.169,65.0,0.0,65.0,65.0,28.4,0.0,765.0,38.0,0.0,21.0,449.0,0.0,0.0,2477.0,0.13,0.0,0.0,24.8,0.071,0.035,0.187,0.0,145.0,1 cup,,,peas green
11312,79.98,77,5.22,0.4,0.78,13.62,4.5,5.0,22.0,1.53,26.0,82.0,153.0,108.0,0.82,0.124,0.336,1.9,18.0,0.259,0.1,1.723,0.547,0.083,53.0,0.0,53.0,53.0,27.0,0.0,2058.0,103.0,0.0,20.0,1225.0,0.0,0.0,2352.0,0.02,0.0,0.0,27.9,0.066,0.033,0.175,0.0,134.0,1 cup,284.0,1 package,peas grn frozen unprep
11353,78.58,79,2.14,0.08,1.13,18.07,1.3,0.62,13.0,0.86,23.0,55.0,417.0,5.0,0.29,0.103,0.157,0.4,5.7,0.082,0.033,1.035,0.301,0.345,14.0,0.0,14.0,14.0,12.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,0.0,0.0,1.8,0.026,0.002,0.043,0.0,75.0,".5 cup, diced",369.0,"1 potato, large (3"" to 4-1/4"" dia)",potatoes russet flesh & skn
11354,81.58,69,1.68,0.1,0.94,15.71,2.4,1.15,9.0,0.52,21.0,62.0,407.0,16.0,0.29,0.116,0.145,0.3,9.1,0.071,0.034,1.066,0.281,0.203,18.0,0.0,18.0,18.0,11.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.01,0.0,0.0,1.6,0.026,0.002,0.043,0.0,75.0,".5 cup, diced",369.0,"1 large,  (3"" to 4-1/4"" dia.)",potatoes white flesh & skn
11355,80.96,70,1.89,0.14,1.1,15.9,1.7,1.29,10.0,0.73,22.0,61.0,455.0,18.0,0.33,0.134,0.141,0.5,8.6,0.081,0.031,1.149,0.279,0.17,18.0,0.0,18.0,18.0,16.4,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,0.01,0.0,0.0,2.9,0.035,0.003,0.059,0.0,75.0,".5 cup, diced",369.0,"1 potato, large (3"" to 4-1/4"" dia)",potatoes red flesh & skn
11362,83.29,58,2.57,0.1,1.61,12.44,2.5,,30.0,3.24,23.0,38.0,413.0,10.0,0.35,0.423,0.602,0.3,11.4,0.021,0.038,1.033,0.302,0.239,17.0,0.0,17.0,17.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.026,0.002,0.043,0.0,38.0,1 skin,,,potatoes skin
11384,4.97,314,8.9,3.7,8.12,74.31,4.1,,311.0,1.63,64.0,404.0,990.0,2095.0,0.9,0.24,0.59,10.0,15.5,0.07,0.253,4.063,0.92,0.15,40.0,0.0,40.0,40.0,,0.0,263.0,54.0,49.0,,60.0,,,,,0.0,0.0,,2.323,1.055,0.121,,26.0,".167 package,  (5.5 oz)",156.0,"1 package,  (5.5 oz)",potatoes au gratin dry mix unprep
11390,78.85,82,2.06,0.62,0.75,17.72,1.4,,10.0,0.98,11.0,47.0,285.0,22.0,0.21,0.099,0.146,0.3,8.2,0.097,0.014,1.664,0.323,0.087,4.0,0.0,4.0,4.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.163,0.014,0.269,,105.0,.5 cup,340.0,"1 package,  (12 oz)",potatoes hash brown frozen plain unprep
11413,6.52,357,6.9,0.34,3.14,83.1,5.9,3.52,65.0,1.38,65.0,168.0,1001.0,55.0,0.54,0.197,0.313,1.1,3.8,0.228,0.051,3.507,0.474,0.769,25.0,0.0,25.0,25.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.09,0.008,0.15,0.0,160.0,1 cup,,,potato flour
11422,91.6,26,1.0,0.1,0.8,6.5,0.5,2.76,21.0,0.8,12.0,44.0,340.0,1.0,0.32,0.127,0.125,0.3,9.0,0.05,0.11,0.6,0.298,0.061,16.0,0.0,16.0,16.0,8.2,0.0,8513.0,426.0,0.0,4016.0,3100.0,0.0,0.0,1500.0,1.06,0.0,0.0,1.1,0.052,0.013,0.005,0.0,116.0,"1 cup,  (1"" cubes)",,,pumpkin
11426,71.49,104,1.09,0.13,0.91,26.39,8.3,,37.0,1.06,16.0,45.0,138.0,208.0,0.27,0.068,0.401,1.1,3.5,0.016,0.118,0.374,1.137,0.159,35.0,0.0,35.0,35.0,,0.0,8298.0,415.0,0.0,,,,,,,0.0,0.0,,0.065,0.016,0.007,0.0,270.0,1 cup,,,pumpkin pie mix canned
11439,92.52,19,0.91,0.14,2.15,4.28,2.9,1.78,30.0,1.47,13.0,20.0,170.0,661.0,0.19,0.096,0.151,0.6,14.7,0.021,0.022,0.143,0.093,0.13,24.0,0.0,24.0,24.0,10.4,0.0,18.0,1.0,0.0,5.0,8.0,0.0,0.0,295.0,0.14,0.0,0.0,13.0,0.034,0.013,0.067,0.0,142.0,1 cup,236.0,"1 cup,  undrained",sauerkraut cnd sol&liquids
11457,91.4,23,2.86,0.39,1.72,3.63,2.2,0.42,99.0,2.71,79.0,49.0,558.0,79.0,0.53,0.13,0.897,1.0,28.1,0.078,0.189,0.724,0.065,0.195,194.0,0.0,194.0,194.0,19.3,0.0,9377.0,469.0,0.0,0.0,5626.0,0.0,0.0,12198.0,2.03,0.0,0.0,482.9,0.063,0.01,0.165,0.0,30.0,1 cup,340.0,1 bunch,spinach
11482,87.78,40,0.8,0.1,0.9,10.42,1.5,,33.0,0.7,32.0,36.0,347.0,3.0,0.13,0.065,0.167,0.5,11.0,0.14,0.01,0.7,0.4,0.154,17.0,0.0,17.0,17.0,,0.0,367.0,18.0,0.0,0.0,220.0,0.0,0.0,38.0,,0.0,0.0,,0.021,0.007,0.042,0.0,140.0,"1 cup, cubes",431.0,"1 squash,  (4 inch dia)",squash winter acorn
11485,86.41,45,1.0,0.1,0.8,11.69,2.0,2.2,48.0,0.7,34.0,33.0,352.0,4.0,0.15,0.072,0.202,0.5,21.0,0.1,0.02,1.2,0.4,0.154,27.0,0.0,27.0,27.0,,0.0,10630.0,532.0,0.0,834.0,4226.0,3471.0,0.0,0.0,1.44,0.0,0.0,1.1,0.021,0.007,0.042,0.0,140.0,"1 cup, cubes",,,squash wntr butternut
11492,91.6,31,0.64,0.57,0.28,6.91,1.5,2.76,23.0,0.31,12.0,12.0,108.0,17.0,0.19,0.037,0.125,0.3,2.1,0.037,0.018,0.95,0.36,0.101,12.0,0.0,12.0,12.0,8.2,0.0,120.0,6.0,0.0,16.0,64.0,0.0,0.0,0.0,0.13,0.0,0.0,0.9,0.117,0.042,0.239,0.0,101.0,"1 cup, cubes",,,squash wntr spaghetti
11505,86.81,42,2.49,0.51,1.36,8.82,5.3,,78.0,0.97,70.0,81.0,508.0,6.0,,,,0.9,11.0,0.156,0.345,1.13,0.225,0.19,,0.0,1.0,1.0,,0.0,3778.0,189.0,0.0,42.0,2217.0,58.0,0.0,14720.0,,0.0,0.0,302.2,0.111,0.02,0.228,0.0,35.0,"1 cup, chopped",16.0,"1 leaf,  (12-1/4"" long)",sweet potato leaves
11527,93.0,23,1.2,0.2,0.5,5.1,1.1,4.0,13.0,0.51,10.0,28.0,204.0,13.0,0.07,0.09,0.1,0.4,23.4,0.06,0.04,0.5,0.5,0.081,9.0,0.0,9.0,9.0,8.6,0.0,642.0,32.0,0.0,78.0,346.0,0.0,0.0,0.0,0.38,0.0,0.0,10.1,0.028,0.03,0.081,0.0,180.0,1 cup,182.0,1 large,tomatoes green
11533,91.54,26,0.91,0.19,1.17,6.19,1.0,3.52,34.0,1.33,12.0,20.0,207.0,221.0,0.17,0.112,0.059,0.6,7.9,0.046,0.035,0.714,0.114,0.017,5.0,0.0,5.0,5.0,10.4,0.0,172.0,9.0,0.0,0.0,103.0,0.0,4088.0,126.0,0.83,0.0,0.0,2.4,0.026,0.029,0.077,0.0,255.0,1 cup,,,tomatoes red ripe cnd stwd
11564,91.87,28,0.9,0.1,0.7,6.43,1.8,3.8,30.0,0.3,11.0,27.0,191.0,67.0,0.27,0.085,0.134,0.7,21.0,0.04,0.03,0.4,0.2,0.09,15.0,0.0,15.0,15.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.011,0.006,0.053,0.0,130.0,"1 cup, cubes",183.0,1 large,turnips
11578,94.09,22,0.93,0.31,0.8,3.87,0.5,2.84,14.0,0.28,11.0,19.0,185.0,169.0,0.12,0.068,0.08,0.2,54.3,0.05,0.033,0.722,0.249,0.071,21.0,0.0,21.0,21.0,8.1,0.0,706.0,35.0,0.0,93.0,377.0,0.0,7119.0,278.0,1.02,0.0,0.0,6.1,0.088,0.06,0.076,0.0,253.0,1 cup,182.0,6 fl oz,vegetable juice cocktail cnd
11591,95.11,11,2.3,0.1,1.2,1.29,0.5,0.2,120.0,0.2,21.0,60.0,330.0,41.0,0.11,0.077,0.244,0.9,43.0,0.09,0.12,0.2,0.31,0.129,9.0,0.0,9.0,9.0,9.0,0.0,3191.0,160.0,0.0,0.0,1914.0,0.0,0.0,5767.0,1.0,0.0,0.0,250.0,0.027,0.008,0.035,0.0,34.0,"1 cup, chopped",2.5,1 sprig,watercress
11609,81.88,65,0.8,0.08,0.96,16.28,0.8,11.05,11.0,0.41,15.0,17.0,115.0,149.0,0.26,0.116,0.22,1.0,2.3,0.01,0.048,0.251,0.137,0.05,27.0,0.0,27.0,27.0,15.0,0.0,49.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,0.06,0.0,0.0,0.3,0.013,0.016,0.029,0.0,227.0,"1 cup, slices",,,beets pickled cnd sol&liquids
11672,47.77,268,6.08,14.76,3.59,27.81,3.3,1.79,32.0,1.67,36.0,128.0,622.0,764.0,0.7,0.18,0.26,8.9,27.6,0.158,0.173,1.672,0.757,0.448,41.0,6.0,35.0,45.0,74.2,0.29,113.0,32.0,31.0,0.0,4.0,2.0,0.0,87.0,0.23,0.3,11.0,2.7,2.496,3.73,7.516,95.0,22.0,"1 small,  2-3/4 in. dia., 5/8 in. thick.",37.0,"1 medium,  3-1/4 in. x 3-5/8 in., 5/8 in. thick.",potato pancakes
11677,79.8,72,2.5,0.1,0.8,16.8,3.2,7.87,37.0,1.2,21.0,60.0,334.0,12.0,0.4,0.088,0.292,1.2,8.0,0.06,0.02,0.2,0.29,0.345,34.0,0.0,34.0,34.0,11.3,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.04,0.0,0.0,0.8,0.017,0.014,0.039,0.0,10.0,"1 tbsp, chopped",,,shallots
11683,4.0,341,8.1,1.49,6.84,79.57,23.6,38.82,212.0,3.93,118.0,346.0,2540.0,275.0,1.57,0.37,1.116,8.6,14.6,0.534,0.417,6.567,1.471,1.04,55.0,0.0,55.0,55.0,72.1,0.0,68466.0,3423.0,0.0,14251.0,33954.0,0.0,3.0,1051.0,5.45,0.0,0.0,108.0,0.256,0.076,0.73,0.0,74.0,1 cup,,,carrot dehydrated
11693,89.44,32,1.64,0.28,1.35,7.29,1.9,4.4,34.0,1.3,20.0,32.0,293.0,186.0,0.27,0.183,0.183,0.6,9.2,0.075,0.052,1.222,0.278,0.15,13.0,0.0,13.0,13.0,12.9,0.0,215.0,11.0,0.0,0.0,129.0,0.0,5106.0,158.0,1.25,0.0,0.0,5.3,0.04,0.043,0.113,0.0,121.0,.5 cup,,,tomatoes crushed canned
11697,80.75,65,4.24,0.2,1.42,13.39,1.3,,6.0,2.22,25.0,98.0,454.0,26.0,0.63,0.121,0.174,0.7,1.9,0.143,0.059,1.693,0.292,0.266,338.0,0.0,338.0,338.0,,0.0,19.0,1.0,0.0,0.0,11.0,0.0,,,,0.0,0.0,,0.039,0.004,0.092,0.0,120.0,"1 cup, sliced",33.0,1 root,arrowroot
11821,92.21,31,0.99,0.3,0.47,6.03,2.1,4.2,7.0,0.43,12.0,26.0,211.0,4.0,0.25,0.017,0.112,0.1,127.7,0.054,0.085,0.979,0.317,0.291,46.0,0.0,46.0,46.0,5.6,0.0,3131.0,157.0,0.0,20.0,1624.0,490.0,0.0,51.0,1.58,0.0,0.0,4.9,0.027,0.003,0.07,0.0,149.0,"1 cup, chopped",92.0,"1 cup, sliced",peppers swt red
11935,68.51,101,1.04,0.1,2.94,27.4,0.3,21.27,15.0,0.35,13.0,26.0,281.0,907.0,0.17,0.085,0.084,0.7,4.1,0.011,0.166,1.434,0.047,0.158,9.0,0.0,9.0,9.0,12.5,0.0,527.0,26.0,0.0,0.0,316.0,0.0,12062.0,161.0,1.46,0.0,0.0,3.0,0.014,0.015,0.041,0.0,17.0,1 tbsp,9.0,1 packet,catsup
11945,62.07,130,0.37,0.47,2.03,35.06,1.1,29.13,3.0,0.87,5.0,14.0,25.0,811.0,0.14,0.085,0.015,0.0,1.0,0.0,0.033,0.233,0.007,0.015,1.0,0.0,1.0,1.0,4.9,0.0,1218.0,61.0,0.0,129.0,519.0,296.0,0.0,271.0,0.58,0.0,0.0,83.8,0.054,0.209,0.122,0.0,15.0,1 tbsp,10.0,"1 packet,  (2/3 tbsp)",pickle relish sweet
11947,94.34,12,0.5,0.3,2.45,2.41,1.0,1.07,57.0,0.26,7.0,16.0,117.0,18.0,0.1,0.028,0.062,0.0,2.3,0.045,0.057,0.109,0.201,0.035,8.0,0.0,8.0,8.0,3.4,0.0,125.0,6.0,0.0,13.0,53.0,30.0,0.0,28.0,0.03,0.0,0.0,17.3,0.079,0.005,0.122,0.0,35.0,"1 spear, small",7.0,1 slice,pickles cucumber dill red na
11951,92.02,27,1.0,0.21,0.45,6.32,0.9,,11.0,0.46,12.0,24.0,212.0,2.0,0.17,0.107,0.117,0.3,183.5,0.028,0.025,0.89,0.168,0.168,26.0,0.0,26.0,26.0,,0.0,200.0,10.0,0.0,,120.0,,,,,0.0,0.0,,0.031,,,0.0,186.0,"1 pepper,  large (3-3/4"" long, 3"" dia)",52.0,10 strips,peppers sweet yellow
11952,93.14,23,1.43,0.25,0.7,4.48,0.9,0.6,19.0,0.57,13.0,40.0,302.0,22.0,0.62,0.341,0.138,0.9,8.0,0.016,0.028,0.255,0.269,0.057,60.0,0.0,60.0,60.0,10.9,0.0,27.0,1.0,0.0,0.0,16.0,0.0,0.0,8832.0,2.26,0.0,0.0,255.2,0.06,0.01,0.11,0.0,40.0,"1 cup, shredded",8.0,1 leaf,radicchio
11953,92.73,21,2.71,0.4,1.05,3.11,1.1,,21.0,0.79,33.0,93.0,459.0,3.0,0.83,0.097,0.196,0.3,34.1,0.042,0.036,0.705,0.367,0.142,20.0,0.0,20.0,20.0,,0.0,490.0,25.0,0.0,,,,,,,0.0,0.0,,0.083,0.031,0.169,0.0,16.0,1 large,11.0,1 medium,squash zucchini baby
11955,14.56,258,14.11,2.97,12.6,55.76,12.3,37.59,110.0,9.09,194.0,356.0,3427.0,107.0,1.99,1.423,1.846,5.5,39.2,0.528,0.489,9.05,2.087,0.332,68.0,0.0,68.0,68.0,104.6,0.0,874.0,44.0,0.0,0.0,524.0,0.0,45902.0,1419.0,0.01,0.0,0.0,43.0,0.426,0.487,1.115,0.0,54.0,1 cup,2.0,1 piece,tomatoes sun-dried
11956,53.83,213,5.06,14.08,3.7,23.33,5.8,,47.0,2.68,81.0,139.0,1565.0,266.0,0.78,0.473,0.466,3.0,101.8,0.193,0.383,3.63,0.479,0.319,23.0,0.0,23.0,23.0,,0.0,1286.0,64.0,0.0,,,,,,,0.0,0.0,,1.893,8.663,2.06,0.0,110.0,1 cup,3.0,1 piece,tomatoes sun-dried packed in oil drnd
11957,90.21,31,1.24,0.2,1.05,7.3,3.1,3.93,49.0,0.73,17.0,50.0,414.0,52.0,0.2,0.066,0.191,0.7,12.0,0.01,0.032,0.64,0.232,0.047,27.0,0.0,27.0,27.0,13.2,0.0,963.0,48.0,0.0,0.0,578.0,0.0,0.0,607.0,0.58,0.0,0.0,62.8,0.09,0.068,0.169,0.0,87.0,"1 cup, sliced",234.0,1 bulb,fennel bulb
11958,61.12,129,0.63,0.54,3.22,34.48,3.2,,4.0,1.14,7.0,17.0,76.0,1096.0,0.11,0.083,0.015,0.0,2.3,0.02,0.042,0.617,0.007,0.015,1.0,0.0,1.0,1.0,,0.0,267.0,13.0,0.0,,,,,,,0.0,0.0,,0.052,0.269,0.131,0.0,15.0,1 tbsp,122.0,.5 cup,pickle relish hamburger
11959,91.71,25,2.58,0.66,1.4,3.65,1.6,2.05,160.0,1.46,47.0,52.0,369.0,27.0,0.47,0.076,0.321,0.3,15.0,0.044,0.086,0.305,0.437,0.073,97.0,0.0,97.0,97.0,15.3,0.0,2373.0,119.0,0.0,0.0,1424.0,0.0,0.0,3555.0,0.43,0.0,0.0,108.6,0.086,0.049,0.319,0.0,2.0,1 leaf,10.0,.5 cup,arugula
11960,90.35,35,0.64,0.13,0.63,8.24,2.9,4.76,32.0,0.89,10.0,28.0,237.0,78.0,0.17,0.1,0.151,0.9,2.6,0.03,0.036,0.556,0.401,0.105,27.0,0.0,27.0,27.0,7.5,0.0,13790.0,690.0,0.0,3767.0,6391.0,0.0,0.0,358.0,,0.0,0.0,9.4,0.023,0.007,0.065,0.0,15.0,1 large,10.0,1 medium,carrots baby
11976,91.81,27,1.66,0.45,0.73,5.35,3.4,1.95,14.0,0.46,17.0,32.0,256.0,13.0,0.25,0.094,0.1,0.3,82.7,0.081,0.054,1.242,0.265,0.357,29.0,0.0,29.0,29.0,7.4,0.0,340.0,17.0,0.0,39.0,184.0,0.0,0.0,0.0,0.69,0.0,0.0,9.5,0.048,0.027,0.243,0.0,124.0,1 cup,33.0,"1 small,  (4"" long)",pepper banana
11979,91.69,29,0.91,0.37,0.53,6.5,2.8,4.12,12.0,0.25,15.0,26.0,248.0,3.0,0.14,0.046,0.097,0.4,118.6,0.04,0.07,1.28,0.315,0.419,27.0,0.0,27.0,27.0,7.5,0.0,1078.0,54.0,0.0,67.0,561.0,105.0,0.0,861.0,3.58,0.0,0.0,18.5,0.092,0.029,0.112,0.0,90.0,"1 cup, sliced",14.0,1 pepper,peppers jalapeno
12023,4.69,573,17.73,49.67,4.45,23.45,11.8,0.3,975.0,14.55,351.0,629.0,468.0,11.0,7.75,4.082,2.46,34.4,0.0,0.791,0.247,4.515,0.05,0.79,97.0,0.0,97.0,97.0,25.6,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,6.957,18.759,21.773,0.0,144.0,1 cup,9.0,1 tbsp,sesame seeds whole dried
12061,4.41,579,21.15,49.93,2.97,21.55,12.5,4.35,269.0,3.71,270.0,481.0,733.0,1.0,3.12,1.031,2.179,4.1,0.0,0.205,1.138,3.618,0.471,0.137,44.0,0.0,44.0,44.0,52.1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.63,0.0,0.0,0.0,3.802,31.551,12.329,0.0,143.0,"1 cup, whole",92.0,"1 cup, sliced",almonds
12062,4.51,590,21.4,52.52,2.91,18.67,9.9,4.63,236.0,3.28,268.0,481.0,659.0,19.0,2.97,1.027,1.835,3.2,0.0,0.191,0.711,3.5,0.314,0.115,49.0,0.0,49.0,49.0,52.1,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,23.75,0.0,0.0,0.0,3.953,33.415,12.368,0.0,145.0,"1 cup, whole kernels",9.1,1 tbsp,almonds blanched
12063,2.41,598,20.96,52.54,3.07,21.01,10.9,4.86,268.0,3.73,279.0,471.0,713.0,3.0,3.31,1.099,2.232,2.0,0.0,0.077,1.197,3.637,0.321,0.136,55.0,0.0,55.0,55.0,52.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.9,0.0,0.0,0.0,4.092,33.076,12.955,0.0,138.0,"1 cup, whole kernels",28.35,"1 oz,  (22 whole kernels)",almonds dry rstd unsalted
12110,23.27,443,3.35,31.69,0.78,40.91,4.5,,14.0,1.84,49.0,103.0,324.0,20.0,1.59,0.308,2.171,,0.0,0.03,0.02,0.305,0.633,0.237,7.0,0.0,7.0,7.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,28.101,1.348,0.347,0.0,77.0,1 cup,114.0,4 oz,coconut meat dried swtnd flaked cnd
12115,53.9,330,3.63,34.68,1.15,6.65,2.2,,11.0,2.28,28.0,122.0,325.0,4.0,0.96,0.378,1.304,,2.8,0.03,0.0,0.89,0.261,0.047,23.0,0.0,23.0,23.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,30.753,1.475,0.379,0.0,15.0,1 tbsp,240.0,1 cup,coconut cream
12117,67.62,230,2.29,23.84,0.72,5.54,2.2,3.34,16.0,1.64,37.0,100.0,263.0,15.0,0.67,0.266,0.916,6.2,2.8,0.026,0.0,0.76,0.183,0.033,16.0,0.0,16.0,16.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,21.14,1.014,0.261,0.0,240.0,1 cup,15.0,1 tbsp,coconut milk
12119,94.99,19,0.72,0.2,0.39,3.71,1.1,2.61,24.0,0.29,25.0,20.0,250.0,105.0,0.1,0.04,0.142,1.0,2.4,0.03,0.057,0.08,0.043,0.032,3.0,0.0,3.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.008,0.002,0.0,240.0,1 cup,15.0,1 tbsp,coconut h2o
12142,3.52,691,9.17,71.97,1.49,13.86,9.6,3.97,70.0,2.53,121.0,277.0,410.0,0.0,4.53,1.2,4.5,3.8,1.1,0.66,0.13,1.167,0.863,0.21,22.0,0.0,22.0,22.0,40.5,0.0,56.0,3.0,0.0,0.0,29.0,9.0,0.0,17.0,1.4,0.0,0.0,3.5,6.18,40.801,21.614,0.0,109.0,"1 cup, chopped",99.0,"1 cup, halves",pecans
12147,2.28,673,13.69,68.37,2.59,13.08,3.7,3.59,16.0,5.53,251.0,575.0,597.0,2.0,6.45,1.324,8.802,0.7,0.8,0.364,0.227,4.387,0.313,0.094,34.0,0.0,34.0,34.0,55.8,0.0,29.0,1.0,0.0,0.0,17.0,0.0,0.0,9.0,9.33,0.0,0.0,53.9,4.899,18.764,34.071,0.0,135.0,1 cup,28.35,"1 oz,  (167 kernels)",nuts pine nuts dried
12155,4.07,654,15.23,65.21,1.78,13.71,6.7,2.61,98.0,2.91,158.0,346.0,441.0,2.0,3.09,1.586,3.414,4.9,1.3,0.341,0.15,1.125,0.57,0.537,98.0,0.0,98.0,98.0,39.2,0.0,20.0,1.0,0.0,0.0,12.0,0.0,0.0,9.0,0.7,0.0,0.0,2.7,6.126,8.933,47.174,0.0,117.0,"1 cup, chopped",80.0,"1 cup, ground",walnuts english
12179,12.55,501,2.88,35.49,1.42,47.67,4.5,43.17,15.0,1.92,50.0,107.0,337.0,262.0,1.82,0.313,2.475,16.7,0.7,0.031,0.02,0.474,0.722,0.271,8.0,0.0,8.0,8.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.3,31.468,1.51,0.388,0.0,93.0,"1 cup, shredded",199.0,"1 package,  (7 oz)",coconut meat dried swtnd shredded
12195,1.64,614,20.96,55.5,3.09,18.82,10.3,4.43,347.0,3.49,279.0,508.0,748.0,7.0,3.29,0.934,2.131,2.4,0.0,0.041,0.939,3.155,0.318,0.103,53.0,0.0,53.0,53.0,52.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.21,0.0,0.0,0.0,4.152,32.445,13.613,0.0,16.0,1 tbsp,250.0,1 cup,almond butter plain unsalted
